Accepts Apple Pay,business_accepts_bitcoin,business_accepts_creditcards,Accepts Google Pay,alcohol,ambience,restaurants_attire,best_nights,bike_parking,byappointmentonly,Cannabis Products,caters,coat_check,restaurants_delivery,dogs_allowed,drive_thru,Gender Neutral Restrooms,Good For,good_for_dancing,restaurants_good_for_groups,good_for_kids,Good for Working,happy_hour,Has Dairy-free Options,Has Gluten-free Options,Has Halal Options,Has Kosher Options,Has Pool Table,Has Soy-free Options,has_tv,Liked by Vegans,Liked by Vegetarians,Music,noise_level,Offers Military Discount,Open to All,outdoor_seating,business_parking,smoking,restaurants_takeout,restaurants_reservations,Waiter Service,wheelchair_accessible,wifi,business_id
No,Null,Yes,No,No,Null,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,No,S6V63OzrCaj22BQJeKBDCw
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Yes,Private Lot,Null,Null,Null,Null,Null,Free,1mkBh9tt9BnN6bGKsPGLGQ
No,Null,Yes,Null,Full Bar,Casual,Null,"Mon, Fri, Sat",No,Null,,Null,No,Null,No,Null,Yes,Null,No,Yes,Null,Null,Yes,,Null,,,Yes,,Yes,Null,Null,Juke Box,Average,Null,,No,"Street, Private Lot",Yes,Null,No,Null,No,Null,xBWTtwUd3tFCX5vobs2p7A
No,No,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Yes,Yes,Free,Os1n1_idfw9vv9kwULGJnQ
Null,Null,Yes,Null,Full Bar,Null,Null,Sun,No,Null,,Null,No,Null,Null,Null,Null,Null,Yes,No,No,Null,Yes,,Null,,,No,,Yes,Null,Null,,Average,Null,,No,Null,Yes,Null,Null,Null,Null,Null,o4GOd5mOs0AwvHgKb9o-Dw
Null,Null,Yes,Null,No,Null,Null,Null,Null,Null,,No,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Yes,Null,Null,Yes,No,Null,Null,Null,RUJfBZJuYEGgKYRW6mIzCQ
Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,XvXPivT5QJDTfTY2A5AHzg
Null,Null,Yes,Null,Beer & Wine Only,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,r7UZDbth0NtbZDJKq1-JyQ
Null,Null,Yes,Null,Full Bar,Null,Casual,Null,Null,Null,,Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,Null,Null,Null,Free,4vwhK3Uxlp2gBtQuP78NOA
Null,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Null,Null,Yes,Yes,Null,Null,Free,TkrydveE1Laf_LHoKFALNw
Null,Null,Yes,Null,No,Null,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,xwoM2Zc38DFKv3-8dCU8Pw
No,Null,Yes,Null,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Dinner,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Yes,Null,No,PSRZaGGxXmOmabL2si8pKw
No,Null,Yes,Yes,Null,Null,Null,Null,Yes,Null,,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,jb_QTeYTSS642UafKRFs2Q
Null,Null,Yes,Null,No,Casual,Casual,Null,Null,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,AxeQEz3-s9_1TyIo-G7UQw
Null,Null,Yes,Null,No,Casual,Null,Null,Null,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,1dFh7yxHwFzjscCQgDYv1g
No,Null,Yes,Null,Beer & Wine Only,Null,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Yes,Yes,Free,KBKE7XTLLe2uUqmzuYUyHQ
Null,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,w4QcDDG4mYyCg48BYE_Frg
Null,Null,Yes,Null,Null,Null,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Null,Null,Null,Null,No,pXWgt_1E3ZNvnmKrAsqzSg
No,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Yes,Yes,,Quiet,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,kosTPb88O4Q0XGbVbEOGCA
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,8OaXvfag7E7oznV4rVb7vg
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Null,nOkSC1GtMUJ_I70sb0SaeQ
No,Null,Yes,No,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,Yes,Yes,Yes,No,9ehTNgvu0vZgHjWkQqF6KQ
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,No,Null,Null,cFmranpzNq60YuAJDwCWVQ
No,Null,Yes,No,Null,Null,Null,Null,No,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,,Null,,,Null,,Null,Null,Yes,,Average,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Free,n_K2xa_nqzUqaUJa0S_5tQ
No,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,pCVQq3jzfrT2CNHAIMMy0g
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Null,Null,Yes,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,Free,Pg08gKwJApGWoHtnq3aWqw
No,Null,Yes,No,No,Casual,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,1ZnVfS-qP19upP_fwOhZsA
Yes,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,No,Null,"Breakfast, Brunch, Lunch, Dessert",Null,No,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,Yes,Private Lot,Null,Yes,No,Yes,Null,Free,OYHpqY6-3C-wXR-uPbHhwA
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Private Lot,Null,No,No,Null,Null,No,ye62ltisuIosDq5F_6V25w
Null,Null,Yes,Null,Beer & Wine Only,Null,Casual,Null,No,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,VA0GbpAN0qpa3bdHJ2a2iA
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Dinner, Late Night",Null,No,No,Null,Yes,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,No,No,i53HvxUdQEMllZ1XmpjjyA
No,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,No,Yes,No,KJ6DuC0Jve9hAtzM2SGNOQ
Null,Null,Yes,Null,Null,Null,Casual,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,,Null,,,Null,,Yes,Null,Null,,Null,Null,,Yes,Null,Null,Null,Null,Null,Null,Null,tP4bAKEDz8aigXVisQYzog
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,Yes,Null,"Lunch, Dessert",Null,Yes,Yes,Yes,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,Free,yLiaMaJFq03JxXPk4puloQ
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,Yes,Null,"Breakfast, Brunch, Lunch, Late Night, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,Free,YrHVGQ8_Dcs5xCe78CvGmA
No,Null,Yes,No,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,Yes,Yes,Null,Free,fpM-O9Ul62xizBq9YNO_tQ
Yes,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,No,Null,No,Yes,Null,Yes,"Breakfast, Brunch, Lunch",Null,Yes,Yes,Yes,No,Yes,Null,,,Null,Yes,No,Yes,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,Free,UMqfeCItzQ2glr4d9apGlA
Null,Null,Yes,Null,No,Null,Casual,Null,No,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Null,Null,Yes,No,Null,Null,No,IcnJlauqhHfelo_qp9uKuw
No,Null,Yes,Yes,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Dinner,Null,Yes,Yes,Null,Yes,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Null,Null,Free,_kdpjoGrIzA64E6aXHA66w
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Breakfast, Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,tpCALADHTuBaCJNgAluj2w
No,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,No,Null,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,No,suQugTjSMYMIrK5fAabC_Q
No,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,9qcTpWYxrZrN13p1zAP6dA
No,No,Yes,Yes,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,No,Yes,Null,,,Null,Yes,No,Null,Yes,,Average,Yes,,No,Private Lot,Null,Yes,No,Yes,Yes,No,uW6UHfONAmm8QttPkbMewQ
No,Null,Yes,Null,No,Casual,Casual,Null,No,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,t6ZIBNrQjvtwor8W-u3sUg
Yes,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,Null,Null,No,16NS8EICI94IGdn-S0yxkw
Yes,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,Null,Null,No,16NS8EICI94IGdn-S0yxkw
Null,Null,Yes,Null,No,Null,Casual,Null,Yes,Null,,Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,No,pdgzBiQBs8HGUBJzXe9j6w
Null,Null,Yes,Null,Full Bar,Casual,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Yes,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Null,No,Null,Null,No,T67VqyRbY8zF3C4KZNQnyg
No,Null,Yes,No,Full Bar,Casual,Casual,Null,No,Null,,No,Null,No,No,No,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,Free,7sPNbCx7vGAaH7SbNPZ6oA
No,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,No,Yes,"Breakfast, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Loud,Null,,No,Null,Null,Yes,No,No,Null,No,bAdwf-n52f46-ZjlfJ1Hwg
No,Null,Yes,Yes,No,Casual,Null,Null,Yes,Null,,No,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,Yes,Null,,,Null,,No,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Yes,No,FykLjv4tIq618q8F2pvTKg
No,Null,Yes,Yes,No,Casual,Null,Null,No,Null,,Yes,Null,Yes,Null,Null,Null,Lunch,Null,Yes,Yes,Null,No,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,No,Yes,Free,6uV3KMOo8YQofuNUs4D9pA
No,No,Yes,No,Null,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,6Zogn4PXnK-ODBiRy5iz7Q
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,No,Null,Null,Yes,"Breakfast, Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,H2Chxto2e6dHTDJ8-s3-pQ
No,Null,Yes,Null,No,Casual,Null,Null,No,Null,,No,Null,No,Null,No,Null,"Breakfast, Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,"Street, Private Lot",Null,Yes,No,No,Null,No,VFcx35QDd_kZgLT4UDV8xg
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,Null,r8WvwxtzK2QAMAciMANz6w
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Yes,Null,No,FqXwm6UpihHY7Ha-pr4y6Q
No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Null,Null,Null,Null,Null,NUqNfkbCIPL42JAZVrr3QQ
No,Null,Yes,Yes,No,Casual,Casual,Null,Yes,Null,,No,Null,Yes,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,Yes,Yes,Null,Yes,Yes,Yes,Yes,,Average,Null,,Yes,Null,Null,Yes,No,Yes,Yes,No,agGJSdMTRrkA6VrYMbC-SQ
No,Null,Yes,Yes,No,Casual,Casual,Null,Yes,Null,,No,Null,Yes,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,Yes,Yes,Null,Yes,Yes,Yes,Yes,,Average,Null,,Yes,Null,Null,Yes,No,Yes,Yes,No,w7_1xM_WNf8nh2w-tzfAyQ
Null,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Null,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,rquarcYSOS9PIstXZAP_kA
Null,Null,Yes,Null,Full Bar,Null,Null,Null,Yes,Null,,Null,Null,Null,Null,Null,Null,Null,No,Yes,Null,Null,Null,,Null,,,Null,,Yes,Null,Null,,Null,Null,,No,Null,Null,Null,No,Null,Null,Free,v5TTbYOaj4KewOtxQk48Jg
Null,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,DJXZrIi4k1Iyd1mQRwxIMg
No,Null,Yes,Null,Full Bar,Casual,Casual,Null,Yes,Null,,Null,Null,No,Null,Null,Null,"Breakfast, Brunch, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Null,Null,Yes,No,Null,Null,No,H7liERB1ZJbaIDVcuK16oA
No,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,No,Yes,No,9tLCuUmw3Tlco-tKPGkIWQ
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,"Breakfast, Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Garage,Null,Yes,No,Yes,Null,No,a3jFGgoWbPkPGENEafiXwg
Yes,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Yes,,Yes,Private Lot,Null,Yes,No,Null,Null,Free,AL5YzikrmxwcBzBNLGO7Jw
Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Loud,Null,,Null,Null,Null,Null,No,Null,Null,Null,nRNWaEuPtfcyR8pI-LnASA
No,Null,No,No,Full Bar,Touristy,Casual,Null,No,Null,,No,Null,No,Null,No,Null,"Lunch, Dinner",Null,Yes,No,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Null,Null,No,No,Null,Null,No,y7Js-07RF8d3N_AEtaw2VQ
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,Yes,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,Free,CVt6kBVBABSq-NA_FZfrVw
