RestaurantName,LocationName,CategoryName,Address_x,City_x,State_x,Zip,Violations,CurrentDemerits,InspectionDemerits,CurrentScore,InspectionScore,CurrentGrade,InspectionGrade,BusinessId,Neighborhood,Address_y,City_y,State_y,Stars,ReviewCount,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi
Pho 87,Pho 87,Restaurant,3620 S Jones Blvd,Las Vegas,Nevada,89103.0,93,338.0,199.0,77.5,88.75,C,B,m51uL1LZhKYf2y_yG4NEng,Chinatown,3620 S Jones Blvd,Las Vegas,NV,3.5,320,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,1.0
China One,China One,Restaurant,921 S Rainbow Blvd,Las Vegas,Nevada,89145.0,117,128.0,267.0,95.0,89.54545454545455,A,B,rx1AEnleVRWMNz6vB-YhfQ,Westside,921 S Rainbow Blvd,Las Vegas,NV,3.5,115,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Sweet Tomatoes,Sweet Tomatoes,Restaurant,9460 W Flamingo Rd,Las Vegas,Nevada,89147.0,61,113.0,112.0,95.0,91.92307692307692,A,A,mmbXj7CmjGbH-wR3j6cD0w,Spring Valley,"9460 W Flamingo Rd, Ste 100",Las Vegas,NV,3.5,314,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,0.0
Baidu China Bistro,Baidu China Bistro,Restaurant,7625 S Rainbow Blvd,Las Vegas,Nevada,89139.0,13,10.0,24.0,95.0,90.0,A,A,9V9RlgqqnPFQJfF_e9Lnmw,Southwest,"7625 S Rainbow Blvd, Ste 100",Las Vegas,NV,3.5,150,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,0.0,1.0,Null,1.0,Null,Null,1.0,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
Casa Di Amore,Casa Di Amore,Restaurant,2850 E Tropicana Ave,Las Vegas,Nevada,89121.0,65,115.0,166.0,95.0,90.3846153846154,A,A,So132GP_uy3XbGs0KNyzyw,Eastside,2850 E Tropicana Ave,Las Vegas,NV,4.5,765,Null,Null,2.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,0.0,Null,Null,Null,0.0,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
Qdoba Mexican Grill,Qdoba Mexican Grill,Restaurant,6010 W Craig Rd,Las Vegas,Nevada,89130.0,9,40.0,34.0,95.0,93.0,A,A,Ufa7MJ3yDDIMFkYctnhT8Q,Northwest,6010 W Craig Rd,Las Vegas,NV,3.0,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Saxby's Coffee,Saxby's Coffee,Restaurant,8520 S Maryland Pkwy,Las Vegas,Nevada,89123.0,5,9.0,11.0,95.0,95.0,A,A,IeJWawvw4oAb9EjAP-W5hA,Southeast,8520 Maryland Pkwy,Las Vegas,NV,4.5,16,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,1.0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,8450 W Sahara Ave 116,Las Vegas,Nevada,89117.0,31,33.0,64.0,95.0,87.0,A,B,7UtqNjjd9D6oU7UcT2nxig,Westside,"8450 W Sahara Ave, Ste 116",Las Vegas,NV,3.5,92,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,0.0,0.0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Snack Bar,8450 W Sahara Ave 116,Las Vegas,Nevada,89117.0,28,64.0,53.0,95.0,83.125,A,B,7UtqNjjd9D6oU7UcT2nxig,Westside,"8450 W Sahara Ave, Ste 116",Las Vegas,NV,3.5,92,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,0.0,0.0
Tacos El Compita,Tacos El Compita,Restaurant,6118 W Charleston Blvd,Las Vegas,Nevada,89146.0,89,167.0,254.0,95.0,86.05263157894737,A,B,CVECSCW-7zDzjpIPxsew4g,Westside,6118 W Charleston Blvd,Las Vegas,NV,4.5,132,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Johnny Rockets,Johnny Rockets @ SILVERTON,Restaurant,3333 Blue Diamond Rd,Las Vegas,Nevada,89139.0,43,75.0,110.0,95.0,92.5,A,A,N0l-6kdgRXEskiGw3ab05A,Southwest,"3333 Blue Diamond Rd, Ste 101, Silverton Casino",Las Vegas,NV,3.0,70,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,2.0,Null,Null,0.0,Null,2.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Vega's Cafe,Vega's Cafe,Restaurant,7280 W Azure Dr,Las Vegas,Nevada,89130.0,3,6.0,6.0,95.0,95.0,A,A,q7iF6omNtpaeBXZscLuBxQ,Centennial,"7280 Azure Dr, Ste 150, Tenaya Village Center",Las Vegas,NV,4.0,11,Null,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,Null
Island Sushi & Grill,Island Sushi & Grill,Restaurant,9400 S Eastern Ave 103,Las Vegas,Nevada,89123.0,73,128.0,186.0,95.0,91.25,A,A,DzKl51tivGJMLiNsQqf38w,Southeast,"9400 S Eastern Ave, Ste 102-103",Las Vegas,NV,4.0,957,Null,Null,1.0,1.0,Null,Null,Null,1.0,0.0,1.0,2.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,0.0,0.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
Las Vegas Eagle,Las Vegas Eagle,Bar / Tavern,3430 E Tropicana Ave,Las Vegas,Nevada,89121.0,70,130.0,158.0,95.0,88.84615384615385,A,B,5eqm4pyz-egd255X7PB8Xg,Eastside,"3430 E Tropicana Ave, Ste 47",Las Vegas,NV,2.5,24,Null,Null,2.0,1.0,Null,Null,3.0,0.0,0.0,1.0,1.0,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,Null,Null,1.0,1.0,1.0,1.0,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,1.0,1.0,1.0
Rincon Catracho,Rincon Catracho,Restaurant,4110 S Maryland Pkwy,Las Vegas,Nevada,89119.0,45,243.0,191.0,75.0,75.0,C,C,1M1A-s6BbnzK3eURw01rZQ,University,4110 S Maryland Pkwy,Las Vegas,NV,3.5,65,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,2.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
Smoothie King,Smoothie King,Restaurant,6530 N Buffalo Dr 150,Las Vegas,Nevada,89131.0,35,91.0,85.0,95.0,92.5,A,A,rVi34tu0bITsoxMMT9QhUw,Centennial,"6530 N Buffalo Dr, Ste 150",Las Vegas,NV,2.5,81,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,1.0,Null,1.0,1.0
Don't Tell Mama,Don't Tell Mama,Bar / Tavern,517 Fremont St,Las Vegas,Nevada,89101.0,50,38.0,114.0,95.0,91.66666666666669,A,A,zKqWjDZHo-lk7_E3hHkORg,Downtown,"517 Fremont St, Ste A",Las Vegas,NV,4.0,212,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,1.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,1.0,0.0,1.0,3.0,Null,0.0,Null,Null,Null,1.0,2,0.0,Null,Null,1.0,1.0,0.0
Rocket Fizz,Rocket Fizz,Confection,9410 W Sahara 120,Las Vegas,Nevada,89117.0,7,0.0,0.0,95.0,95.0,A,A,jozzH4XCEM9yQFjLAc3_zA,Westside,"9410 W Sahara, Ste 120",Las Vegas,NV,4.5,157,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,0.0,Null,1.0,Null
Uncle Joe's Pizza,Uncle Joes Pizza,Restaurant,505 Fremont St,Las Vegas,Nevada,89101.0,45,30.0,146.0,95.0,80.0,A,B,jgtEoeE2uoA27J_UvbE20g,Downtown,505 Fremont St,Las Vegas,NV,4.0,110,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Port of Subs,Port of Subs,Restaurant,3117 N Rainbow Blvd,Las Vegas,Nevada,89108.0,64,171.0,153.0,95.0,92.36842105263158,A,A,YnYS1dISBoLpA_VUSjOzEQ,,3117 N Rainbow Blvd,Las Vegas,NV,3.0,31,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,3.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Donut Tyme,Donut Tyme,Restaurant,4268 E Charleston Blvd,Las Vegas,Nevada,89104.0,58,45.0,122.0,95.0,93.0,A,A,PJ-VbAtIOso1dqd2frQqqg,Sunrise,4268 E Charleston Blvd,Las Vegas,NV,4.0,88,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,Null
Chicago Tasty Dogs,Chicago Tasty Dogs,Restaurant,9711 S Eastern Ave,Las Vegas,Nevada,89183.0,19,15.0,54.0,95.0,91.0,A,A,DZN44_XFktITlIUec4H69w,Southeast,9711 S Eastern Ave,Las Vegas,NV,3.0,32,Null,Null,0.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,Null
Sushi Banzai,Sushi Banzai - DELETED,Restaurant,9700 W Tropicana Ave,Las Vegas,Nevada,89147.0,13,32.0,26.0,95.0,95.0,A,A,VFVyecs0nMFA4xizXkzvKA,Spring Valley,"9700 W Tropicana Ave, Ste 100",Las Vegas,NV,3.0,22,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,Null,1.0,1.0,Null,Null,0.0
Dad's Grilled Cheese,Dad's Grilled Cheese,Restaurant,5255 S Decatur Blvd,Las Vegas,Nevada,89118.0,14,18.0,38.0,95.0,88.33333333333331,A,B,JhQvfo_WfX10TG9_7VO14g,Spring Valley,"5255 S Decatur Blvd, Ste 115",Las Vegas,NV,3.5,62,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,1.0,1.0,1,1.0,1.0,1.0,Null,1.0,1.0
Samurai Sam's,Samurai Sam's,Restaurant,1910 Village Center Cir,Las Vegas,Nevada,89134.0,9,32.0,26.0,95.0,95.0,A,A,RAU2fPJ852Z241SXP-Wfew,Summerlin,1910 Village Center Cir,Las Vegas,NV,3.0,11,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,Null
Holley's Cuppa,Holley's Cuppa,Restaurant,9265 S Cimarron Rd 115,Las Vegas,Nevada,89178.0,33,27.0,75.0,95.0,91.66666666666669,A,A,xTlmLL2xZZ0xhZ2J16zXQQ,Southwest,"9265 S Cimarron Rd, Ste 115",Las Vegas,NV,4.0,320,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,1.0,Null,1,Null,Null,1.0,Null,1.0,1.0
Swish,SWISH,Restaurant,7875 W SAHARA,Las Vegas,Nevada,89117.0,66,62.0,148.0,95.0,91.15384615384615,A,A,C1jQ5CbszJkS_cyWgaRVGQ,Westside,"7875 W Sahara Ave, Ste 105",Las Vegas,NV,3.5,207,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
El Buen Gusto,El Buen Gusto,Restaurant,1593 N Eastern Ave,Las Vegas,Nevada,89101.0,67,102.0,188.0,95.0,91.66666666666669,A,A,_cBlppMDZYXS-Bjj4l9qtw,,1593 N Eastern Ave,Las Vegas,NV,3.0,8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Wetzel's Pretzels,Wetzels Pretzels @ LV OUTLET CENTER,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123.0,1,0.0,0.0,95.0,95.0,A,A,kkiDLkFutKeJqv15yag7_w,Southeast,7501-7699 Haven St,Las Vegas,NV,2.5,3,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Wetzel's Pretzels,Wetzels Pretzels @ LV OUTLET CENTER,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123.0,1,0.0,0.0,95.0,95.0,A,A,kds044HPuEB_HzoR_EHLeQ,Southeast,"7400 Las Vegas Blvd S, Ste K145",Las Vegas,NV,3.5,9,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,Null
Wetzel's Pretzels,LV Outlet Mall - Wetzels Pretzels,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123.0,21,24.0,26.0,95.0,95.0,A,A,kkiDLkFutKeJqv15yag7_w,Southeast,7501-7699 Haven St,Las Vegas,NV,2.5,3,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Wetzel's Pretzels,LV Outlet Mall - Wetzels Pretzels,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123.0,21,24.0,26.0,95.0,95.0,A,A,kds044HPuEB_HzoR_EHLeQ,Southeast,"7400 Las Vegas Blvd S, Ste K145",Las Vegas,NV,3.5,9,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,Null
Sofia's Pizza,SOFIA'S PIZZA,Restaurant,7365 W SAHARA,Las Vegas,Nevada,89117.0,26,105.0,70.0,95.0,93.88888888888887,A,A,PEGtD36MLdfcsD2hc95Kiw,Westside,"7365 W Sahara Ave, Ste A",Las Vegas,NV,2.5,82,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,1.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,Null,1.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3102 N Las Vegas Blvd,Las Vegas,Nevada,89115.0,64,36.0,158.0,95.0,91.47058823529413,A,A,4aGIU5eD6iTsmNqKVvlLOg,,3435 N Nellis Blvd,Las Vegas,NV,4.0,9,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,1.0,Null,Null,Null,0.0,0.0,Null,0.0,1.0,1,0.0,Null,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3102 N Las Vegas Blvd,Las Vegas,Nevada,89115.0,64,36.0,158.0,95.0,91.47058823529413,A,A,xq0RhDKNNUg8t3JJUqX3fw,Sunrise,3102 Las Vegas Blvd N,Las Vegas,NV,2.0,24,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3102 N Las Vegas Blvd,Las Vegas,Nevada,89115.0,64,36.0,158.0,95.0,91.47058823529413,A,A,ppasQEo3jPkBdwdRGVd9WQ,,"4955 E Craig Rd, Ste 2",Las Vegas,NV,3.0,37,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,0.0,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4955 E Craig Rd 2,Las Vegas,Nevada,89115.0,73,0.0,176.0,95.0,91.31578947368419,A,A,4aGIU5eD6iTsmNqKVvlLOg,,3435 N Nellis Blvd,Las Vegas,NV,4.0,9,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,1.0,Null,Null,Null,0.0,0.0,Null,0.0,1.0,1,0.0,Null,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4955 E Craig Rd 2,Las Vegas,Nevada,89115.0,73,0.0,176.0,95.0,91.31578947368419,A,A,xq0RhDKNNUg8t3JJUqX3fw,Sunrise,3102 Las Vegas Blvd N,Las Vegas,NV,2.0,24,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4955 E Craig Rd 2,Las Vegas,Nevada,89115.0,73,0.0,176.0,95.0,91.31578947368419,A,A,ppasQEo3jPkBdwdRGVd9WQ,,"4955 E Craig Rd, Ste 2",Las Vegas,NV,3.0,37,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,0.0,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roy's Restaurant,Roy's Restaurant and Bar,Restaurant,8701 W Charleston Blvd,Las Vegas,Nevada,89117.0,11,12.0,25.0,95.0,95.0,A,A,CWNMLT-ppaUjLMmrnYDPVg,Westside,8701 W Charleston Blvd,Las Vegas,NV,4.0,96,Null,Null,2.0,2.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,0.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,3,1.0,1.0,1.0,Null,1.0,0.0
Khoury's Mediterranean Restaurant,Khoury's Mediterranean Restaurant,Restaurant,6115 S Fort Apache Rd A100,Las Vegas,Nevada,89148.0,37,27.0,91.0,95.0,91.66666666666669,A,A,q5sa3zjAwIYMAgfPVxOdHw,Spring Valley,"6115 S Fort Apache Rd, Ste A100",Las Vegas,NV,4.0,264,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
Bentley's Coffee,Bentleys Coffee,Restaurant,2840 E Tropicana Ave,Las Vegas,Nevada,89121.0,13,36.0,63.0,95.0,80.0,A,B,zfNKdsuT7bWWN-f3v5Rj_g,Eastside,2840 E Tropicana Ave,Las Vegas,NV,4.0,10,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,1.0
Archi's Thai Bistro,Archi's Thai Bistro,Restaurant,6345 S Rainbow Blvd 100,Las Vegas,Nevada,89118.0,89,247.0,241.0,86.90476190476191,89.76190476190477,B,B,ixAh9crILnJ9tM8LhWFhkw,Spring Valley,"6345 S Rainbow Blvd, Ste 100",Las Vegas,NV,4.0,733,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Jason's Deli,Jason's Deli,Restaurant,7305 Arroyo Crossing Pkwy,Las Vegas,Nevada,89113.0,28,34.0,55.0,95.0,95.0,A,A,NfM1YE-FJCToO1LB36T6lQ,Spring Valley,7305 Arroyo Crossing Pkwy,Las Vegas,NV,3.5,170,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Broadway Pizzeria,Broadway Pizzeria,Restaurant,8125 W Sahara Ave,Las Vegas,Nevada,89117.0,14,45.0,32.0,95.0,95.0,A,A,ZfBKZPd2rdpW19m91YnHXw,Westside,8125 W Sahara,Las Vegas,NV,4.5,9,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,0.0,Null,Null,Null,0.0,Null,0.0,1.0,1.0,Null,Null,Null
Chubby's Pub,Chubbys Pub,Bar / Tavern,4702 E Flamingo Rd,Las Vegas,Nevada,89121.0,47,8.0,84.0,95.0,92.5,A,A,WUHziAfNsIe73A43q5Xijg,Eastside,4702 E Flamingo Rd,Las Vegas,NV,3.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1,0.0,Null,Null,Null,Null,Null
Noodle Pot,Noodle Pot @ CHINATOWN PLAZA,Restaurant,4215 Spring Mountain Rd,Las Vegas,Nevada,89102.0,157,120.0,344.0,95.0,86.66666666666669,A,B,5Lcit9Zt6TF9bmKoFMhF0g,Chinatown,"4215 Spring Mountain Rd, Ste B112",Las Vegas,NV,4.0,338,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,1.0,1.0
Yo Fresh Yogurt Cafe,Yo Fresh Yogurt Cafe,Restaurant,4985 W Tropicana Ave,Las Vegas,Nevada,89103.0,10,27.0,19.0,95.0,95.0,A,A,FiEUjd-X95z0GfXCpdtQkA,,"4985 W Tropicana Ave, Ste 103",Las Vegas,NV,3.5,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,1.0
Chow King,Seafood City - Chowking,Restaurant,3890 S Maryland Pkwy,Las Vegas,Nevada,89119.0,61,108.0,121.0,95.0,87.14285714285714,A,B,nTc-Qj_-ABZrpM9YSpJ6jA,Eastside,3890 S Maryland Pkwy,Las Vegas,NV,3.0,119,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,0.0,0.0
