RestaurantName,LocationName,CategoryName,Address,City,State,Zip,CurrentGrade
Orleans Buffet Main Kitchen,Orleans Hotel and Casino,Special Kitchen,4500 W Tropicana Ave,Las Vegas,Nevada,89103-5420,A
PALACE STATION BUFFET DRINK SS#1,Palace Station,Bar / Tavern,2411 W Sahara Ave,Las Vegas,Nevada,89102-4343,A
PT'S to Go,PT'S to Go #511,Restaurant,739 S Rainbow Blvd,Las Vegas,Nevada,89145-6241,A
Palm Gardens Chevron Deli,Palm Gardens Chevron,Restaurant,405 Palm Gardens Dr,Laughlin,Nevada,89028,A
Pei Wei Asian Diner Restaurant #97,Pei Wei Asian Diner,Restaurant,10575 S Eastern Ave,Henderson,Nevada,89052-5017,A
Putters Bar,Putters Bar and Grill Vi,Bar / Tavern,5750 S Decatur Blvd,Las Vegas,Nevada,89118-3065,A
QUAD GEISHA BAR #1  DELETE 10 12 12,"QUAD, THE HOTEL & CASINO",Bar / Tavern,3535 S Las Vegas Blvd,Las Vegas,Nevada,89109-8921,A
RED LOBSTER #6257,RED LOBSTER #6257,Restaurant,570 Marks St,Henderson,Nevada,89014-6654,A
"Ries, Aldeane Comito Elem School Kitchen","Ries, Aldeane Comito Elem School",Elementary School Kitchen,9805 Lindell Rd,Las Vegas,Nevada,89141-8633,A
SANTA FE ENTERTAINMENT BAR,Santa Fe Station Hotel & Casino,Bar / Tavern,4949 N Rancho Dr,Las Vegas,Nevada,89130-3505,A
SIGNATURE TOWER 3 POOL BAR,"SIGNATURE @ MGM GRAND, THE",Bar / Tavern,145 E Harmon Ave,Las Vegas,Nevada,89109-4504,A
STRIPCHEZZE MOBILE,STRIPCHEZZE MOBILE,Food Trucks / Mobile Vendor,640 N EASTERN Ave,Las Vegas,Nevada,89101,A
SUGAR FACTORY - CAROUSEL BAR,SUGAR FACTORY @ FASHION SHOW,Bar / Tavern,3200 S LAS VEGAS 1240,Las Vegas,Nevada,89109,A
SUMMER'S SHAVED ICE - PUSF,SUMMER'S SHAVED ICE,Portable Unit,4590 S MARYLAND Pkwy,Las Vegas,Nevada,89119,A
SUN'S BEEF JERKY,SUN'S BEEF JERKY,Snack Bar,6495 S PECOS,Las Vegas,Nevada,89120,A
SUNCOAST OYSTER BAR,Suncoast Hotel & Casino,Restaurant,9090 Alta Dr,Las Vegas,Nevada,89145-8508,A
SWEET POKE #2,SWEET POKE #2,Restaurant,5655 CENTENNIAL CENTER,Las Vegas,Nevada,89149,A
Sato - Ya - Sushi Bar - DELETED 5/20/16 CS,Sato-Ya Restaurant,Restaurant,2550 S Rainbow Blvd W 4/5,Las Vegas,Nevada,89146-5175,A
Skyline Casino Bar,Skyline Casino,Bar / Tavern,1713 N Boulder Hwy,Henderson,Nevada,89011-4123,A
"Smith, Hal Elem School Kitchen","Smith, Hal Elementary School",Elementary School Kitchen,5150 E Desert Inn Rd,Las Vegas,Nevada,89122-4220,A
Speedee Mart #112 - Deli,Speedee Mart #112,Snack Bar,4120 W Desert Inn Rd,Las Vegas,Nevada,89102-7610,A
Sunrise Coffee,Sunrise Coffee,Restaurant,3130 E Sunset Rd A,Las Vegas,Nevada,89120-5717,A
Sunset Station Gaudi Bar,Sunset Station Hotel & Casino,Bar / Tavern,1301 W Sunset Rd,Henderson,Nevada,89014,A
Sushi Bar Sage Restaurant,SUSHI BAR SAGE,Restaurant,4408 RANCHO Dr,Las Vegas,Nevada,89118,A
TACOS LA CHATA,TACOS LA CHATA,Food Trucks / Mobile Vendor,439 ROCK QUARRY Way,North Las Vegas,Nevada,89032,A
THE PARK SAKE ROK BAR FL 3,SAKE ROK @ THE PARK,Bar / Tavern,3786 S LAS VEGAS Blvd D4,Las Vegas,Nevada,89158,A
THE SHAVE SHACKS - DELETED 7/8/15 RR,THE SHAVE SHACKS,Portable Unit,7095 S DURANGO,Las Vegas,Nevada,89107,A
TODAI DESSERT STATION,TODAI RESTAURANT @ MIRACLE MILE,Restaurant,3663 S Las Vegas Blvd 580,Las Vegas,Nevada,89109-1920,A
Tacos El Paisano PORTABLE UNIT,Tacos El Paisano,Portable Unit,4701 Meadows Ln,Las Vegas,Nevada,89107,A
Texas Station Banquet Pastry Finishing,Texas Station Gambling Hall & Hotel,Kitchen Bakery,2101 N Texas Star Ln,North Las Vegas,Nevada,89032,A
"Thiriot, Joseph E Elem School Kitchen","Thiriot, Joseph E Elem School",Elementary School Kitchen,5700 W Harmon Ave,Las Vegas,Nevada,89103-5137,A
UNCLE RAYSKIS DURANGO DEERSPRINGS MINI MART SNACK BAR,UNCLE RAYSKIS DURANGO DEERSPRINGS MINI MART,Snack Bar,6775 N DURANGO,Las Vegas,Nevada,89146,A
VIVA SALUDABLE,VIVA SALUDABLE,Snack Bar,2714 E CHARLESTON Ave,Las Vegas,Nevada,89104,A
VOM FASS LAS VEGAS - SAMPLING,VOM FASS LAS VEGAS @ GRAND CANAL,Grocery Store Sampling,3377 S LAS VEGAS Blvd 2035,Las Vegas,Nevada,89109,A
WP TRATTORIA DEL LUPO BAR,WP TRATTORIA DEL LUPO @ MANDALAY BAY,Bar / Tavern,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,A
Whitney Elementary School Kitchen,Whitney Elementary School,Elementary School Kitchen,5005 Keenan Ave,Las Vegas,Nevada,89122-7461,A
ZINGERS BEST BURGERS ON EARTH,ZINGERS @ HAWAIIAN MARKETPLACE,Restaurant,3743 S Las Vegas Blvd 104,Las Vegas,Nevada,89109-4336,A
4 POINTS SHERATON LAS VEGAS BAR,4 POINTS SHERATON LAS VEGAS,Bar / Tavern,4055 Palos Verdes St,Las Vegas,Nevada,89119,A
7-ELEVEN #13699  DELI,7-ELEVEN FOOD STORE #13699,Snack Bar,2409 Tam Dr,Las Vegas,Nevada,89102-4900,A
7-Eleven #15478 - Deli,7-Eleven Food Store #15478,Snack Bar,4880 Boulder Hwy,Las Vegas,Nevada,89121-3018,A
ALEX FOOD CATERING MOBILE,ALEX FOOD CATERING MOBILE,Food Trucks / Mobile Vendor,4181 W PIONEER Ave,Las Vegas,Nevada,89102,A
ARA MB ARENA BAR 212,ARAMARK @ MANDALAY BAY,Bar / Tavern,3950 S LAS VEGAS Blvd,Las Vegas,Nevada,89119,A
ARIA CCX LVL 3 PANTRY 1,CITY CENTER HOTELS,Pantry,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA JULIAN SERRANO CHARCUTERIE,CITY CENTER HOTELS,Restaurant,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
Alexander's Pizza,Alexander's Pizza,Restaurant,5020 Broadbent Blvd #4,Las Vegas,Nevada,89122-8400,A
BIG APPLE BAGEL,BIG APPLE BAGEL,Restaurant,2548 WIGWAM 160,Henderson,Nevada,89074,A
BLAZE FAST-FIRE'D PIZZA,BLAZE FAST-FIRE'D PIZZA,Restaurant,10520 S EASTERN 130,Henderson,Nevada,89052,A
BOURBON STREET SPORTS BAR #141 - BAR,BOURBON STREET SPORTS BAR #141,Bar / Tavern,5770 CENTENNIAL CENTER Blvd 140,Las Vegas,Nevada,89193,A
BOURBON STREET SPORTS BAR #141 - SNACK BAR,BOURBON STREET SPORTS BAR #141,Snack Bar,5770 CENTENNIAL CENTER Blvd 140,Las Vegas,Nevada,89193,A
BUCA DI BEPPO PANTRY,BUCA DI BEPPO @ EXCALIBUR,Pantry,3850 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
CABO WABO 1ST FL DISHWASH/SERVICE STATION,CABO WABO @ MIRACLE MILE,Special Kitchen,3663 S Las Vegas Blvd 160,Las Vegas,Nevada,89109-1920,A
CHEF MARC'S TRATTORIA SERVICE BAR,CHEF MARC'S TRATTORIA,Bar / Tavern,8615 W SAHARA,Las Vegas,Nevada,89117,A
"CHICKEN SHACK, THE","CHICKEN SHACK, THE",Restaurant,50 N VALLE VERDE Dr 110,Henderson,Nevada,89074,A
CHINA HOUSE BAR,Palms Casino Resort,Bar / Tavern,4321 W Flamingo Rd,Las Vegas,Nevada,89103-3903,A
CLUB METRO SNACK BAR,CLUB METRO,Snack Bar,1000 E SAHARA Ave,Las Vegas,Nevada,89104,A
Carefree Catering #8,Carefree Catering,Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032-7895,A
Cukis,Cukis,Food Trucks / Mobile Vendor,3953 Danny Melamed Ave 101,Las Vegas,Nevada,89110-1199,A
D HOTEL 12FL BANQUET SUPPORT KITCHEN,D HOTEL & CASINO,Banquet Support,301 Fremont St,Las Vegas,Nevada,89101-5600,A
DENNY'S #2337 BAR,DENNY'S #2337,Bar / Tavern,450 E FREMONT,Las Vegas,Nevada,89101,A
DICKS LAST RESORT RESTAURANT,DICKS LAS RESORT @ EXCALIBUR,Restaurant,3850 S Las Vegas Blvd,Las Vegas,Nevada,89109-4324,A
DON BETOS II Hot Dog Cart,Don Beto,Portable Unit,840 N Decatur Blvd G,Las Vegas,Nevada,89107-1905,A
DOTTY'S #14 SNACK BAR,DOTTY'S #14,Snack Bar,7950 W Tropical Pkwy,Las Vegas,Nevada,89149-4536,A
DRAGON BREATH,DRAGON BREATH @ LV OUTLET,Portable Unit,7400 S LAS VEGAS Blvd,Las Vegas,Nevada,89123,A
DTG COMMISSARY-ROTISSERIE PREP KITCHEN,DOWNTOWN GRAND HOTEL & CASINO,Special Kitchen,206 N 3RD St,Las Vegas,Nevada,89101,A
Daddy Macs - 2nd Floor Service Bar,Daddy Macs,Bar / Tavern,2920 N Green Valley Pkwy,Henderson,Nevada,89014-0406,A
Del Webb Middle School Kitchen,Del Webb Middle School #1517,Institutional Food Service,2200 Reunion Ave,Henderson,Nevada,89052-5558,A
Dotty's #46 - Snack Bar,Dotty's #46,Snack Bar,2501 E Lake Mead Blvd,North Las Vegas,Nevada,89030-6497,A
ENCORE XS BAR 2,ENCORE HOTEL & CASINO,Bar / Tavern,3121 S Las Vegas Blvd,Las Vegas,Nevada,89109-1967,A
EXCALIBUR POOL INDOOR BAR,EXCALIBUR HOTEL & CASINO,Bar / Tavern,3850 S Las Vegas Blvd,Las Vegas,Nevada,89109-4324,A
Economic Opportunity Board of Cc,Economic Opportunity Board of CC,Pantry,330 W Washington Ave 7,Las Vegas,Nevada,89106-3327,A
Embers - Bar - DELETED 8/5/15 CM,Embers,Bar / Tavern,740 S Rampart Blvd 7,Las Vegas,Nevada,89145-5804,A
FAITH LUTHERAN ACADEMY SNACK BAR,Faith Lutheran Academy,Snack Bar,2700 S Town Center Dr,Las Vegas,Nevada,89135-2178,A
FIREHOUSE SUBS CATERING,FIREHOUSE SUBS,Caterer,6070 S RAINBOW 1,Las Vegas,Nevada,89118,A
FIVE GUYS - SHOPS AT SUMMERLIN,SHOPS AT SUMMERLIN - FIVE GUYS BURGERS & FRIES,Restaurant,10965 LAVENDER HILLS,Las Vegas,Nevada,89135,A
Flow Rider Truck,Flow Rider Truck,Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032-7895,A
GERMAN BREAD BAKERY LAS VEGAS,GERMAN BREAD BAKERY LAS VEGAS,Restaurant,9255 S EASTERN Ave 310-2,Las Vegas,Nevada,89123,A
GOLDEN GATE EDR BASEMENT,Golden Gate Hotel & Casino,Restaurant,1 Fremont St,Las Vegas,Nevada,89101-5601,A
GOLDEN MARKET #4 - SNACK BAR,GOLDEN MARKET #4,Snack Bar,5700 Sky Pointe Dr,Las Vegas,Nevada,89130,A
GOLDEN NUGGET Laughlin Snack Bar,Golden Nugget - Laughlin,Snack Bar,2300 S Casino Dr,Laughlin,Nevada,89029,A
GOLDEN WEST RESTAURANT & CASINO BAR,GOLDEN WEST RESTAURANT & CASINO,Bar / Tavern,91 E Mesquite Blvd,Mesquite,Nevada,89027-4782,A
Golden Nugget Carson St Butcher Shop,Golden Nugget Las Vegas,Meat/Poultry/Seafood,129 E Fremont St,Las Vegas,Nevada,89101-5603,X
"Goldfarb, Daniel ES Kitchen","Goldfarb, Daniel Elementary School",Elementary School Kitchen,1650 Orchard Valley Dr,Las Vegas,Nevada,89142-0701,A
Green Valley Ranch Lobby Bar,GREEN VALLEY RANCH,Bar / Tavern,2300 Paseo Verde Pkwy,Henderson,Nevada,89052-2672,A
HAAGEN DAZS #909,HAAGEN DAZ @ VENETIAN,Snack Bar,3377 S Las Vegas Blvd,Las Vegas,Nevada,89109-8910,A
