name,address,city,state,zip_code,current_score,current_grade,rating,review_count,restaurants_price_range2,restaurants_reservations,restaurants_delivery,restaurants_takeout,business_accepts_creditcards,accepts_apple_pay,good_for,bike_parking,good_for_kids,restaurants_good_for_groups,restaurants_attire,ambience,noise_level,alcohol,outdoor_seating,wifi,has_tv,caters,good_for_working,gender_neutral_restrooms,location_name,category_name,violations,current_demerits,inspection_demerits,inspection_score,inspection_grade,business_id,neighborhood,accepts_insurance,ages_allowed,byob,byob_corkage,best_nights,business_accepts_bitcoin,business_parking,byappointmentonly,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_meal,hair_specializes_in,happy_hour,music,open_24_hours,restaurants_counter_service,restaurants_table_service,smoking,wheelchair_accessible,accepts_google_pay,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
NAIRI RESTAURANT,5075 HOLLYWOOD BLVD # #110,LOS ANGELES,CA,90027,93,A,4.0,14.0,$,No,Yes,Yes,Yes,Null,Null,Yes,No,No,Casual,Null,Quiet,No,No,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAK WON HOUSE,1001 S VERMONT AVE STE 103,LOS ANGELES,CA,90006,92,A,3.5,314.0,$$,No,No,Yes,Yes,No,"Dinner, Late Night",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAKKARA ON BEVERLY,7669 BEVERLY BLVD,LOS ANGELES,CA,90036,94,A,3.5,262.0,$$,Yes,Yes,Yes,Yes,No,Dinner,No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAM DAE MOON JIP RESTAURANT,3470 W 6TH ST STE 2-A,LOS ANGELES,CA,90020,91,A,4.0,104.0,$$,Yes,No,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAM HOA FISH MARKET,711 1/4 NEW HIGH ST,LOS ANGELES,CA,90012,94,A,5.0,3.0,$$$,Null,Null,No,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAMSAN RESTAURANT,3613 W 6TH ST # #B,LOS ANGELES,CA,90020,90,A,3.0,123.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner, Late Night",Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NANAY GLORIA RESTAURANT,2432 W TEMPLE ST,LOS ANGELES,CA,90026,91,A,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NANBANKAN,11330 SANTA MONICA BLVD,LOS ANGELES,CA,90025,93,A,4.0,621.0,$$,Yes,No,Yes,Yes,No,Dinner,No,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NANCY'S BAKERY,12617 W WASHINGTON BLVD,LOS ANGELES,CA,90066,96,A,4.0,9.0,$,No,No,Yes,No,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NANCY'S MARKET,9622 S MAIN ST,LOS ANGELES,CA,90003,92,A,4.5,7.0,$,No,No,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Null,Null,Null,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAPA VALLEY GRILLE,1100 GLENDON AVE STE 100,LOS ANGELES,CA,90024,90,A,3.5,730.0,$$,Yes,No,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Classy,Average,Full Bar,Yes,Free,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATALEE THAI,10101 VENICE BLVD,LOS ANGELES,CA,90034,90,A,3.5,1075.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATALIE PERUVIAN SEAFOOD RESTAURANT,5759 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,90,A,4.0,330.0,$$,Yes,No,Yes,Yes,No,"Lunch, Dinner",No,Yes,Yes,Casual,Casual,Average,No,No,Free,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATE'S JUICE KITCHEN,5870 MELROSE AVE # 6,LOS ANGELES,CA,90038,98,A,5.0,32.0,$$,Null,Null,Null,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATHAN'S KOSHERLAND,1636 WESTWOOD BLVD,LOS ANGELES,CA,90024,94,A,3.5,70.0,$,Yes,Yes,Yes,Yes,Null,Breakfast,Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,Free,Yes,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATIONAL ROBERTSON CARWASH,3071 S ROBERTSON BLVD,LOS ANGELES,CA,90034,98,A,2.5,37.0,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATIVE FOODS,1114 GAYLEY AVE,LOS ANGELES,CA,90024,96,A,4.0,1189.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATRALIART FOOD MARKET,3426 W WASHINGTON BLVD,LOS ANGELES,CA,90018,90,A,4.0,100.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAT'S THAI FOOD,1123 N VINE ST STE #11,LOS ANGELES,CA,90038,91,A,4.0,87.0,$,No,Yes,Yes,Yes,Null,Lunch,Yes,Yes,Yes,Casual,Null,Average,No,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATURA SPORTS HEALTH CLUB,3240 WILSHIRE BLVD BSMT #BSMT,LOS ANGELES,CA,90010,94,A,4.0,517.0,$$,Null,Null,Null,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATURAL BREAK,6022 AVION DR,LOS ANGELES,CA,90045,96,A,2.0,28.0,$$,Null,No,Yes,Yes,No,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATURAL SOUL FOOD.,1444 W MARTIN LUTHER KING JR. BLVD,LOS ANGELES,CA,90062,97,A,2.5,24.0,$,No,Yes,Yes,Yes,Null,Null,No,Yes,Yes,Casual,Casual,Quiet,No,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATURALIART,3426 W WASHINGTON BLVD,LOS ANGELES,CA,90018,93,A,4.0,100.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NATURES BREW,2316 S UNION AVE,LOS ANGELES,CA,90007,92,A,4.0,455.0,$,No,Yes,Yes,Yes,No,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,Yes,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAVARROS PRODUCE,1258 E OLYMPIC BLVD STE C,LOS ANGELES,CA,90021,94,A,4.0,2.0,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAVARRO'S RESTAURANT,10925 1/2 S FIGUEROA ST,LOS ANGELES,CA,90061,95,A,5.0,12.0,$,No,No,Yes,Yes,Null,Null,No,Yes,Yes,Casual,Null,Quiet,No,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NAYEB RESTAURANT,1300 S LOS ANGELES ST STE #D,LOS ANGELES,CA,90015,92,A,5.0,14.0,$,No,Yes,Yes,Yes,Null,Null,Yes,Yes,No,Casual,Null,Loud,Null,Yes,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NECCO,1929 WESTWOOD BLVD,LOS ANGELES,CA,90025,90,A,4.5,278.0,$$,Yes,Yes,Yes,Yes,No,Dinner,No,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEKTER JUICE BAR,10912 LINDBROOK DR,LOS ANGELES,CA,90024,90,A,3.5,200.0,$$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Free,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NELY'S DISCOUNT,728 N VINE ST,LOS ANGELES,CA,90038,91,A,4.0,16.0,$,Null,Null,Null,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEUEHOUSE,6121 SUNSET BLVD,LOS ANGELES,CA,90028,99,A,3.5,17.0,Null,Null,Null,Null,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEVERIA EL RINCON DE ROSS,2242 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,91,A,4.5,4.0,$,Null,Null,Yes,No,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEVEUX ARTISAN CREAMERY,7407 1/2 MELROSE AVE,LOS ANGELES,CA,90046,97,A,4.5,569.0,$$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Free,Null,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW ABC SEAFOOD RESTAURANT,205 ORD ST,LOS ANGELES,CA,90012,92,A,3.0,254.0,$,Yes,No,Yes,Yes,No,"Brunch, Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW BATTAMBANG,648 NEW HIGH ST,LOS ANGELES,CA,90012,91,A,4.0,69.0,$,No,No,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW BEVERLY CINEMA,7165 BEVERLY BLVD,LOS ANGELES,CA,90036,93,A,4.5,296.0,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW CHYN KING,5770 W 3RD ST,LOS ANGELES,CA,90036,92,A,3.0,233.0,$$,No,Yes,Yes,Yes,No,"Lunch, Dinner",No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW DRAGON,937 MEI LING WAY,LOS ANGELES,CA,90012,91,A,3.5,278.0,$,Yes,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW EAST INDIA GRILL,345 N LA BREA AVE STE 205,LOS ANGELES,CA,90036,93,A,4.0,464.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW FLAVORS,4135 S CENTINELA AVE,LOS ANGELES,CA,90066,92,A,3.5,176.0,$,No,Yes,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW HONG KONG EXPRESS,3991 S WESTERN AVE # 2,LOS ANGELES,CA,90062,96,A,5.0,4.0,Null,No,Null,Yes,Yes,Null,Null,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW HOP LI SEAFOOD RESTAURANT,526 ALPINE ST,LOS ANGELES,CA,90012,92,A,3.5,289.0,$$,Yes,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW INDIA SWEET & SPICES,1245 FAIRFAX AVE # 47,LOS ANGELES,CA,90019,90,A,3.5,85.0,$,No,Yes,Yes,Yes,Null,Null,Yes,Yes,No,Casual,Null,Quiet,No,No,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW INDIA SWEETS & SPICES,1245 S FAIRFAX AVE,LOS ANGELES,CA,90019,90,A,3.5,85.0,$,No,Yes,Yes,Yes,Null,Null,Yes,Yes,No,Casual,Null,Quiet,No,No,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW JAPAN,11283 SANTA MONICA BLVD,LOS ANGELES,CA,90025,93,A,3.5,453.0,$,No,Yes,Yes,No,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW KAMARA RESTAURANT,709 N HILL ST STE #14,LOS ANGELES,CA,90012,91,A,4.0,25.0,$,No,No,Yes,No,No,Null,Yes,Yes,Yes,Casual,Divey,Average,No,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW MIKADO,1001 S BROADWAY,LOS ANGELES,CA,90015,90,A,3.5,73.0,$$,No,Yes,Yes,Yes,Null,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW MOON CAFE,735 S FIGUEROA ST #117,LOS ANGELES,CA,90017,97,A,3.0,89.0,$,No,No,Yes,Yes,Yes,Lunch,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW ORLEANS FISH MARKET,2212 W VERNON AVE,LOS ANGELES,CA,90008,95,A,4.0,47.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW ORLEANS MARKET,2718 W VERNON AVE,LOS ANGELES,CA,90008,94,A,4.0,47.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW ORLEANS SNO BALLS,4452 W SLAUSON AVE,LOS ANGELES,CA,90043,92,A,4.5,147.0,$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW PANDA BUFFET,5120 RODEO RD,LOS ANGELES,CA,90016,90,A,2.5,128.0,$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW S,3428 W 8TH ST,LOS ANGELES,CA,90005,93,A,4.5,2.0,$$$$,Null,Null,Null,Yes,Null,Null,Yes,Null,Yes,Null,Null,Null,Full Bar,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW SEOUL COFFEE SHOP,2666 W OLYMPIC BLVD STE 114,LOS ANGELES,CA,90006,92,A,3.5,3.0,$$,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW SEOUL RESTAURANT,2666 W OLYMPIC BLVD,LOS ANGELES,CA,90006,96,A,3.5,7.0,$$,Yes,No,Yes,Yes,Null,Null,Yes,Yes,Yes,Casual,Null,Null,Null,No,Free,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
NEW SHOGUN SUSHI,987 S VERMONT AVE STE #D,LOS ANGELES,CA,90006,90,A,4.0,47.0,$$$,Yes,No,Yes,Yes,No,Null,No,Yes,Yes,Casual,Classy,Average,Beer & Wine Only,No,Free,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
