ACTIVITY DATE,RECORD ID,NAME,ADDRESS,SITE ADDRESS,SITE CITY,SITE STATE,SITE ZIP,PROGRAM ELEMENT CODE,PROGRAM ELEMENT CODE DESCRIPTION,SERVICE DESCRIPTION,ROW ID,VIOLATION CODE,VIOLATION CODE DESCRIPTION,POINTS,SCORE,GRADE,COUNT,RATING,REVIEW,PRICE,PHONE,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Apple Pay,Good For,Parking,Bike Parking,Good for Kids,Good for Groups,Attire,Ambience,Noise Level,Alcohol,Outdoor Seating,Wi-Fi,Has TV,Caters,Good for Working,Gender Neutral Restrooms
7/29/2016,PR0032758,HEMINGWAY'S LOUNGE,"6356 HOLLYWOOD BLVD  LOS ANGELES, CA 90028",6356 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,1636,RESTAURANT (61-150) SEATS LOW RISK,ROUTINE INSPECTION,IVARX15MX,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,90,A,1,3.5,235,$$,13234690040,No,,,Yes,No,,"Valet, Street",No,,Yes,,"Hipster, Trendy",Loud,Full Bar,Yes,No,No,,,
4/9/2015,PR0121627,HERA BAR CAFE,"3879 WILSHIRE BLVD LOS ANGELES, CA 90010",3879 WILSHIRE BLVD,LOS ANGELES,CA,90010,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVCEGHEBE,16F036,"# 36. Equipment, utensils and linens: storage and use",1,92,A,1,4,18,$$,12133863522,No,,,Yes,,,Street,Yes,,Yes,,Trendy,Average,Full Bar,No,,Yes,,,
5/24/2015,PR0028313,HERBS & VITAMINS,"5918 SANTA MONICA BLVD  LOS ANGELES, CA 90038",5918 SANTA MONICA BLVD,LOS ANGELES,CA,90038,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVDUQJ8QV,16F032,# 32. Food properly labeled & honestly presented,1,98,A,1,5,12,$,13234656341,,,,Yes,No,,Private Lot,Yes,,,,,,,,,,,,
9/9/2015,PR0027836,HERBS OF MEXICO,"3903 WHITTIER BLVD  LOS ANGELES, CA 90023",3903 WHITTIER BLVD,LOS ANGELES,CA,90023,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IV3KW4Q3T,16F023,"# 23. No rodents, insects, birds, or animals",2,97,A,1,4.5,27,$,13232612521,,,No,Yes,,,"Street, Private Lot",Yes,,,,,,,,,,,,
1/19/2016,PR0173569,HERCULES MARKET,"726 W SLAUSON AVE LOS ANGELES, CA 90044",726 W SLAUSON AVE,LOS ANGELES,CA,90044,1612,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",ROUTINE INSPECTION,IVAX744LF,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,90,A,1,3,1,,13237786041,,,,,,,,,,,,,,,,,,,,
6/16/2016,PR0179641,HERE'S LOOKING AT YOU,"3901 W 6TH ST # A LOS ANGELES, CA 90020",3901 W 6TH ST # A,LOS ANGELES,CA,90020,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVZICA9H5,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,99,A,1,4,224,$$$,12135683573,Yes,No,No,Yes,No,Dinner,"Valet, Street",No,No,Yes,Casual,"Hipster, Trendy",Average,Full Bar,No,No,No,No,,
12/19/2014,PR0007163,HEUNG  RAE GAK,"357 S WESTERN AVE STE 102 LOS ANGELES, CA 90020",357 S WESTERN AVE STE 102,LOS ANGELES,CA,90020,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVSHPBR0E,16F029,"# 29. Toxic substances properly identified, stored, used",1,90,A,1,4,135,$$,12133830178,Yes,Yes,Yes,Yes,No,"Lunch, Dinner","Valet, Street, Validated",Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,,
12/22/2015,PR0006709,HEYRI COFFEE,"755 S HOBART BLVD  LOS ANGELES, CA 90005",755 S HOBART BLVD,LOS ANGELES,CA,90005,1638,RESTAURANT (61-150) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IVTN7LPS0,16F030,# 30. Food properly stored; food storage containers identified,1,93,A,1,3,437,$$,12133896138,Yes,No,Yes,Yes,No,"Brunch, Lunch, Late Night, Dessert","Valet, Street",No,Yes,Yes,Casual,"Casual, Trendy, Intimate, Romantic",Average,No,Yes,Free,No,No,Yes,
11/5/2014,PR0144506,HIATUS BBQ,"1292 S LA BREA AVE LOS ANGELES, CA 90019",1292 S LA BREA AVE,LOS ANGELES,CA,90019,1632,RESTAURANT (0-30) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IVITVNHQZ,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,98,A,1,4.5,425,$,13238799700,No,Yes,Yes,Yes,Yes,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,Yes,,Yes
10/7/2014,PR0024414,HIDE SUSHI,"2040 S SAWTELLE BLVD  LOS ANGELES, CA 90025",2040 S SAWTELLE BLVD,LOS ANGELES,CA,90025,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVIOWOBDG,16F039,# 39. Wiping cloths: properly used and stored,1,97,A,1,4,1396,$$,13104777242,No,No,Yes,No,No,"Lunch, Dinner",Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,No,,
5/29/2015,PR0047448,HIGHLAND LIQUOR,"1770 N HIGHLAND AVE STE A LOS ANGELES, CA 90028",1770 N HIGHLAND AVE STE A,LOS ANGELES,CA,90028,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IV29PBKKP,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,93,A,1,3,23,$$$,13234669145,,,No,Yes,,,Private Lot,Yes,,,,,,,,,,No,,
12/15/2014,PR0015050,HIGHLAND PARK BILLIARDS INC,"5043 YORK BLVD LOS ANGELES, CA 90042",5043 YORK BLVD,LOS ANGELES,CA,90042,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IV6CZXQXH,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,91,A,1,4,323,$$,13237396459,No,No,No,Yes,No,"Dinner, Late Night","Street, Private Lot",Yes,No,Yes,Casual,"Hipster, Casual",Average,Beer & Wine Only,No,No,Yes,No,,
6/14/2016,PR0179207,HIGHLAND PARK BOWL,"5621 N FIGUEROA ST LOS ANGELES, CA 90042",5621 N FIGUEROA ST,LOS ANGELES,CA,90042,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVQXG0NMN,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,90,A,1,4,326,$$,13232572695,No,No,No,Yes,No,"Dinner, Late Night",Street,Yes,No,Yes,Casual,Hipster,Loud,Full Bar,No,Free,No,No,,Yes
3/5/2015,PR0033746,HIGHLAND THEATRE,"5604 N FIGUEROA ST  LOS ANGELES, CA 90042",5604 N FIGUEROA ST,LOS ANGELES,CA,90042,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IVOI5FSDQ,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,93,A,1,3.5,191,,13232566383,,,,,,,,,Yes,,,,,,,,,,,
8/16/2016,PR0181653,HIGHLIGHT RESTAURANT,"1651 1/2 N LA BREA AVE LOS ANGELES, CA 90028",1651 1/2 N LA BREA AVE,LOS ANGELES,CA,90028,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IV1XSRRNI,16F039,# 39. Wiping cloths: properly used and stored,1,94,A,1,4,8,$$,13238764646,Yes,Yes,Yes,Yes,,,,No,Yes,Yes,Casual,,Average,No,Yes,No,Yes,Yes,,
11/3/2014,PR0048294,HIKO SUSHI,"11275 NATIONAL BLVD  LOS ANGELES, CA 90064",11275 NATIONAL BLVD,LOS ANGELES,CA,90064,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVHZBHRM8,16F039,# 39. Wiping cloths: properly used and stored,1,93,A,1,4,332,$$$,13104737688,No,No,No,Yes,No,Dinner,Private Lot,Yes,No,No,Casual,,Quiet,Beer & Wine Only,No,No,No,No,,
10/30/2014,PR0016757,HILL STREET CAFE & CIGAR,"818 N HILL ST STE K LOS ANGELES, CA 90012",818 N HILL ST STE K,LOS ANGELES,CA,90012,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IV4ML9DR6,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,92,A,1,3,14,$,12136171108,,,Yes,Yes,,,Street,No,,,,,,,Yes,No,,,Yes,
4/16/2015,PR0018514,HILL STREET PIZZA,"448 S HILL ST  LOS ANGELES, CA 90013",448 S HILL ST,LOS ANGELES,CA,90013,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVSXVUWZ4,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,94,A,1,4,64,$$,12136231776,No,No,Yes,Yes,Yes,Lunch,"Garage, Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Loud,Full Bar,No,Free,No,No,,
5/28/2015,PR0017274,HILL TOP MARKET,"10526 S WESTERN AVE  LOS ANGELES, CA 90047",10526 S WESTERN AVE,LOS ANGELES,CA,90047,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",ROUTINE INSPECTION,IVBBMKWCV,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,4,1,$$,13237551675,,,No,Yes,,,Street,Yes,,,,,,,,,,,,
10/1/2014,PR0039330,HILLCREST COUNTRY CLUB,"10000 W PICO BLVD  LOS ANGELES, CA 90064",10000 W PICO BLVD,LOS ANGELES,CA,90064,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVVGKORLC,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,90,A,1,4.5,19,,13105538911,,,,,,,,,Yes,,,,,,,,,,,
5/29/2015,PR0001367,HILLCREST LIQUOR,"11300 VENICE BLVD  LOS ANGELES, CA 90066",11300 VENICE BLVD,LOS ANGELES,CA,90066,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVQIXYOI5,16F046,# 46. Signs posted; last inspection report available,1,93,A,1,5,4,$$,13103980214,,,Yes,Yes,,,"Street, Private Lot",Yes,,,,,,,,,,,,
6/15/2015,PR0017668,HILLHURST LIQUORS,"2060 N HILLHURST AVE  LOS ANGELES, CA 90027",2060 N HILLHURST AVE,LOS ANGELES,CA,90027,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVUBYEV99,16F022,# 22. Sewage and wastewater properly disposed,2,92,A,1,4,26,$$,13236638331,,,Yes,Yes,,,Private Lot,Yes,,,,,,,,,,,,
10/14/2014,PR0043851,HILTON HOTEL - THE BISTRO,"5711 W CENTURY BLVD  LOS ANGELES, CA 90045",5711 W CENTURY BLVD,LOS ANGELES,CA,90045,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IV1PS0YRQ,16F030,# 30. Food properly stored; food storage containers identified,1,98,A,1,2.5,575,$$$,13104104000,,,,Yes,No,,,,,,,,,,,Free,,,,
1/28/2016,PR0170482,HIMALAYAN HOUSE,"1277 W JEFFERSON BLVD LOS ANGELES, CA 90007",1277 W JEFFERSON BLVD,LOS ANGELES,CA,90007,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVEYR6BLK,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,4.5,183,$$,12132627897,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,,Yes
2/4/2015,PR0037367,HINOKI & THE BIRD,"10 W CENTURY DR  LOS ANGELES, CA 90067",10 W CENTURY DR,LOS ANGELES,CA,90067,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVDIT96YF,16F036,"# 36. Equipment, utensils and linens: storage and use",1,91,A,1,4,1101,$$$,13105521200,Yes,No,Yes,Yes,No,Dinner,Valet,No,No,Yes,Dressy,Trendy,Average,Full Bar,Yes,Free,No,Yes,,
12/9/2014,PR0004167,HIROZEN GOURMET,"8385 BEVERLY BLVD  LOS ANGELES, CA 90048",8385 BEVERLY BLVD,LOS ANGELES,CA,90048,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVVPXUOIQ,16F009,# 9. Proper cooling methods,4,91,A,1,3.5,262,$$,13102469230,Yes,No,Yes,Yes,No,"Lunch, Dinner","Valet, Street",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,Yes,,
6/15/2015,PR0004412,HK MARKET DELI,"124 N WESTERN AVE  LOS ANGELES, CA 90004",124 N WESTERN AVE,LOS ANGELES,CA,90004,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV4ZXRPTN,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,97,A,1,4,156,$$,13234698934,,,Yes,Yes,No,,Private Lot,Yes,,,,,,,,,,Yes,,
6/24/2015,PR0004615,HK SUPER MARKET,"124 N WESTERN AVE LOS ANGELES, CA 90004",124 N WESTERN AVE,LOS ANGELES,CA,90004,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",ROUTINE INSPECTION,IVWEYDX4N,16F030,# 30. Food properly stored; food storage containers identified,1,92,A,1,4,156,$$,13234698934,,,Yes,Yes,No,,Private Lot,Yes,,,,,,,,,,Yes,,
4/15/2015,PR0023442,HMS BOUNTY,"3357 WILSHIRE BLVD  LOS ANGELES, CA 90010",3357 WILSHIRE BLVD,LOS ANGELES,CA,90010,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IV8PSIJMV,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,91,A,1,4,488,$$,12133857275,Yes,No,Yes,Yes,No,Dinner,"Garage, Street",Yes,No,Yes,Casual,Divey,Average,Full Bar,No,No,Yes,No,,
12/21/2015,PR0172443,HO HO CHICKEN,"2625 W 6TH ST LOS ANGELES, CA 90057",2625 W 6TH ST,LOS ANGELES,CA,90057,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV9TLHT59,16F038,# 38. Thermometers provided and accurate,1,92,A,1,4,174,$,12133849595,No,Yes,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,,Yes
10/28/2015,PR0030259,HO HO KITCHEN,"5677 W PICO BLVD  LOS ANGELES, CA 90019",5677 W PICO BLVD,LOS ANGELES,CA,90019,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVD8SEWSJ,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,94,A,1,4,36,$,13239366969,No,No,Yes,No,No,Lunch,Private Lot,Yes,Yes,No,Casual,Divey,Quiet,No,No,No,No,No,,
1/7/2015,PR0017672,HO SAI KAI CHINESE REST.,"3723 S WESTERN AVE  LOS ANGELES, CA 90018",3723 S WESTERN AVE,LOS ANGELES,CA,90018,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IV0MRIR39,16F026,"# 26. Approved thawing methods used, frozen food maintained frozen",1,88,B,1,3.5,60,$,13237310769,No,No,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,Yes,Yes,,
10/6/2014,PR0029637,HO WON DANG,"833 S WESTERN AVE STE #24 LOS ANGELES, CA 90005",833 S WESTERN AVE STE #24,LOS ANGELES,CA,90005,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVDTZ3MLD,16F032,# 32. Food properly labeled & honestly presented,1,98,A,1,5,7,$$,13237347755,,,,Yes,,,,,,,,,,,,,,,,
11/14/2014,PR0037304,HOBOKEN,"2323 WESTWOOD BLVD  LOS ANGELES, CA 90064",2323 WESTWOOD BLVD,LOS ANGELES,CA,90064,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVPG9F5JK,16F011,# 11. Proper reheating procedures for hot holding,4,94,A,1,3,55,$$,13104741109,Yes,No,Yes,Yes,,Dinner,"Valet, Street",No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,Yes,,
2/11/2016,PR0044332,HODORI RESTAURANT,"1001 S VERMONT AVE STE 102 LOS ANGELES, CA 90006",1001 S VERMONT AVE STE 102,LOS ANGELES,CA,90006,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVAVSCT4G,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,93,A,1,3.5,880,$$,12133833554,Yes,No,Yes,Yes,No,Late Night,Private Lot,No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,No,,
10/29/2014,PR0153334,HOI YEUNG SEAFOOD MARKET,"716 N BROADWAY LOS ANGELES, CA 90012",716 N BROADWAY,LOS ANGELES,CA,90012,1611,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",ROUTINE INSPECTION,IV00F6FU3,16F023,"# 23. No rodents, insects, birds, or animals",2,94,A,1,4,14,$$,12136280021,,,Yes,Yes,,,Street,Yes,,,,,,,,,,No,,
3/10/2015,PR0034240,HOLA DONUTS & WATER,"7104 COMPTON AVE  LOS ANGELES, CA 90001",7104 COMPTON AVE,LOS ANGELES,CA,90001,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVYAP5XYL,16F007,# 7. Proper hot and cold holding temperatures,2,97,A,1,5,1,,13235818782,,,,,,,,,,,,,,,,,,,,
6/18/2015,PR0005601,HOLIDAY INN EXPRESS LAX,"8620 AIRPORT BLVD LOS ANGELES, CA 90045",8620 AIRPORT BLVD,LOS ANGELES,CA,90045,1637,RESTAURANT (61-150) SEATS MODERATE RISK,ROUTINE INSPECTION,IVTHFXYKE,16F007,# 7. Proper hot and cold holding temperatures,4,92,A,1,3.5,104,$$,13106457700,,,,Yes,No,,,,,,,,,,,Free,,,,Yes
1/8/2015,PR0148415,HOLIDAY INN LAX AIRPORT,"9901 S LA CIENEGA BLVD LOS ANGELES, CA 90045",9901 S LA CIENEGA BLVD,LOS ANGELES,CA,90045,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV0CMBQ0J,16F014,# 14. Food contact surfaces: clean and sanitized,2,96,A,1,3.5,104,$$,13106457700,,,,Yes,No,,,,,,,,,,,Free,,,,Yes
2/9/2015,PR0156938,HOLLYWOOD 21 MARKET,"6720 HOLLYWOOD BLVD LOS ANGELES, CA 90028",6720 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVMVYBPXC,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,95,A,1,3,3,,13234679550,,,,,,,,,,,,,,,,,,,,
12/17/2015,PR0123361,HOLLYWOOD BANQUET HALL,"5214 W SUNSET BLVD LOS ANGELES, CA 90027",5214 W SUNSET BLVD,LOS ANGELES,CA,90027,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVF2QP1YV,16F007,# 7. Proper hot and cold holding temperatures,4,91,A,1,4,33,,13236640000,,,,Yes,,,,,,,,,,,,,,,,
5/23/2015,PR0043424,HOLLYWOOD BLVD.,"6513 1/2 HOLLYWOOD BLVD  LOS ANGELES, CA 90028",6513 1/2 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVFBJERSJ,16F023,"# 23. No rodents, insects, birds, or animals",2,98,A,1,4,132,$,13234611506,No,Yes,Yes,Yes,Yes,"Lunch, Dinner, Late Night","Valet, Street",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,,
3/27/2015,PR0020870,HOLLYWOOD GYM,"1551 N LA BREA AVE  LOS ANGELES, CA 90028",1551 N LA BREA AVE,LOS ANGELES,CA,90028,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVCYIVNAD,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,97,A,1,4,72,,13238451420,,,,Yes,,,Private Lot,Yes,No,,,,,,,,,,,
10/21/2015,PR0169510,HOLLYWOOD KITCHEN,"6801 HOLLYWOOD BLVD # 419 LOS ANGELES, CA 90028",6801 HOLLYWOOD BLVD # 419,LOS ANGELES,CA,90028,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IV5D0U3IF,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,95,A,1,4,38,$$,13237450227,No,No,Yes,Yes,Yes,Lunch,,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,No,,
3/27/2015,PR0035205,HOLLYWOOD LIQUORS,"7040 HOLLYWOOD BLVD  LOS ANGELES, CA 90028",7040 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVDORULUO,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,95,A,1,2.5,13,$$$$,13234676939,,,No,Yes,,,Street,,,,,,,,,,,,,
11/7/2014,PR0036288,HOLLYWOOD MAROUCH,"4905 SANTA MONICA BLVD LOS ANGELES, CA 90029",4905 SANTA MONICA BLVD,LOS ANGELES,CA,90029,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVB5VP5P3,16F030,# 30. Food properly stored; food storage containers identified,1,95,A,1,4,347,$$,13236629325,Yes,No,Yes,Yes,No,Dinner,Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,,
10/30/2015,PR0121924,HOLLYWOOD MUNCHIES,"6315 1/2 HOLLYWOOD BLVD LOS ANGELES, CA 90028",6315 1/2 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IV6QFGLXQ,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,96,A,1,4,391,$,13237450267,No,Yes,Yes,Yes,No,"Lunch, Late Night","Valet, Validated",No,Yes,No,Casual,Casual,Average,No,No,No,No,Yes,,
12/4/2014,PR0129509,HOLLYWOOD PIES,"6116 1/2 W PICO BLVD LOS ANGELES, CA 90035",6116 1/2 W PICO BLVD,LOS ANGELES,CA,90035,1631,RESTAURANT (0-30) SEATS MODERATE RISK,OWNER INITIATED ROUTINE INSPECT.,IVRMLBAYQ,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,92,A,1,4,733,$$,13233373212,Yes,,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,No,No,Yes,,
2/26/2015,PR0157532,HOLLYWOOD PIES,"6116 1/2 PICO BLVD LOS ANGELES, CA 90035",6116 1/2 PICO BLVD,LOS ANGELES,CA,90035,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV0126131,16F041,# 41. Garbage and refuse properly disposed; facilities maintained,1,91,A,1,4,733,$$,13233373212,Yes,,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,No,No,Yes,,
9/16/2015,PR0148965,HOLLYWOOD REPORTER,"380 WORLD WAY LOS ANGELES, CA 90045",380 WORLD WAY,LOS ANGELES,CA,90045,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVKYT0DRY,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,99,A,1,4,2,,,,,,,,,,,,,,,,,,,,,,
11/5/2014,PR0152338,HOLLYWOOD ROCK CAFE,"6511 HOLLYWOOD BLVD LOS ANGELES, CA 90028",6511 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVOAGWDDA,16F025,# 25. Personal cleanliness and hair restraints,1,94,A,1,4.5,39,$,13233452600,,,Yes,Yes,Yes,,Street,Yes,,,,,,,Yes,Free,,No,Yes,
3/29/2016,PR0176263,HOLLYWOOD SUPER MART,"6213 FRANKLIN AVE LOS ANGELES, CA 90028",6213 FRANKLIN AVE,LOS ANGELES,CA,90028,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVJSOJ01S,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,96,A,1,5,1,$,13234553908,,,,Yes,,,,Yes,,,,,,,,,,,,
12/8/2014,PR0039765,HOLLYWOOD THAI RESTAURANT,"5241 HOLLYWOOD BLVD  LOS ANGELES, CA 90027",5241 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IV2TUO1EY,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,3.5,362,$$,13234670926,Yes,No,Yes,Yes,No,"Dinner, Late Night","Valet, Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,Yes,,
12/18/2014,PR0154030,HOLY CRAB,"3250 WILSHIRE BLVD # 103 LOS ANGELES, CA 90010",3250 WILSHIRE BLVD # 103,LOS ANGELES,CA,90010,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVTZPIQJC,16F001,# 1a. Demonstration of knowledge,2,90,A,1,3.5,452,$$,12132520058,Yes,No,Yes,Yes,No,"Dinner, Late Night",Valet,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,No,,
8/12/2015,PR0029136,HOME RESTAURANT,"2500 RIVERSIDE DR  LOS ANGELES, CA 90039",2500 RIVERSIDE DR,LOS ANGELES,CA,90039,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVMAXHDUI,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,92,A,1,3.5,1029,$$,13236650211,Yes,Yes,Yes,Yes,No,"Breakfast, Brunch, Lunch","Valet, Street",Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,Yes,Yes,
8/12/2015,PR0152788,HOME TURF EXPRESS,"600 WORLD WAY LOS ANGELES, CA 90045",600 WORLD WAY,LOS ANGELES,CA,90045,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVS4ZDZFS,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,99,A,1,1.5,6,$$,,No,No,No,Yes,,,,No,No,No,Casual,,,Beer & Wine Only,No,,No,,,
11/10/2014,PR0041357,HOME TURF SPORTS BAR,"100 WORLD WAY  LOS ANGELES, CA 90045",100 WORLD WAY,LOS ANGELES,CA,90045,1633,RESTAURANT (31-60) SEATS LOW RISK,ROUTINE INSPECTION,IVMUAR2OQ,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,98,A,1,2,28,$$,13106460737,,,,Yes,,,,No,,Yes,,Casual,Average,Full Bar,No,,Yes,,,
